
set_id,question_number,question,option_a,option_b,option_c,option_d,correct,explanation,domain,objective,difficulty
2,12,Which subscription offers unlimited completions and access to GPT‑4o and Claude 3.5?,Free,Pro+,Business,Pro,D,The Pro plan includes unlimited completions and chat with advanced models like GPT‑4o.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
2,13,Which tier includes which plan is ideal for students or open‑source contributors with limited usage?,Pro+,Business,Free,Pro,C,The Free tier is suitable for students and open‑source contributors needing limited completions and chat.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
2,14,Which plan provides how Copilot Chat limitations affect complex tasks?,It may struggle with very long prompts and requires clear context,"Entering long, vague prompts",Ignoring context entirely,Writing cryptic one‑word prompts,A,Copilot Chat has limited context window and may struggle with complex tasks without clear and concise prompts.,GitHub Copilot plans and features,Identify the limitations of using GitHub Copilot Chat,Hard
2,15,Which tier includes up to four knowledge bases and collaborative search?,Pro,Pro+,Enterprise,Free,C,"Enterprise supports four knowledge bases, enabling broader collaboration and search.",GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
2,16,"Which Copilot plan grants dedicated support, SAML SSO and enterprise‑level controls?",Pro+,Enterprise,Free,Pro,B,Enterprise subscriptions include SAML single sign‑on and dedicated support.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
2,17,"Which tier includes best suited for large enterprises needing compliance, support and integration?",Pro,Pro+,Enterprise,Free,C,"Enterprise is designed for large organisations requiring compliance, support and integration.",GitHub Copilot plans and features,Identify different GitHub Copilot plans,Hard
2,18,Which subscription offers flexible billing for individuals with monthly subscriptions?,Free,Pro+,Business,Pro,D,The Pro plan offers flexible monthly billing for individuals.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Medium
2,19,Which subscription offers centralised seat licensing and audit logs?,Free,Pro,Pro+,Business,D,Business provides seat‑based billing and audit logs for administrators.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Medium
2,20,Which Copilot plan grants the highest number of knowledge bases and unlimited chat?,Pro+,Enterprise,Free,Pro,B,Enterprise offers the largest allotment of knowledge bases and unlimited chat.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Hard
2,21,Which tier includes which plan provides dedicated support and SAML single sign‑on?,Pro,Pro+,Enterprise,Free,C,Enterprise offers dedicated customer support and integrates with SAML SSO for authentication.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
2,22,"Which subscription offers best suited for large enterprises needing compliance, support and integration?",Free,Pro,Pro+,Enterprise,D,"Enterprise is designed for large organisations requiring compliance, support and integration.",GitHub Copilot plans and features,Identify different GitHub Copilot plans,Hard
2,23,Which subscription offers up to four knowledge bases and collaborative search?,Free,Pro,Pro+,Enterprise,D,"Enterprise supports four knowledge bases, enabling broader collaboration and search.",GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
2,24,Which plan provides advanced semantic search and interactive search features?,Pro+,Free,Pro,Business,A,The Pro+ tier includes interactive and semantic search within knowledge bases.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Medium
2,25,Which tier includes a common Copilot CLI command to explain code?,gh copilot tests,gh copilot refactor,gh copilot explain,gh copilot suggest,C,The `gh copilot explain` command explains selected code in natural language.,GitHub Copilot plans and features,Identify the common commands when using GitHub Copilot in the CLI,Medium
2,26,Which plan provides usage analytics and productivity dashboards for administrators?,Business,Free,Pro,Pro+,A,Business plans provide administrators with dashboards to track Copilot usage and productivity.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Medium
2,27,Which subscription offers a common Copilot CLI command to explain code?,gh copilot suggest,gh copilot tests,gh copilot refactor,gh copilot explain,D,The `gh copilot explain` command explains selected code in natural language.,GitHub Copilot plans and features,Identify the common commands when using GitHub Copilot in the CLI,Medium
2,28,Which Copilot plan grants the slash command that generates unit tests for the selected code?,/refactor,/tests,/explain,/summarize,B,The /tests command instructs Copilot Chat to generate unit tests for the chosen code section.,GitHub Copilot plans and features,Describe different ways to trigger GitHub Copilot Chat,Medium
2,29,Which Copilot plan grants natural‑language command line interface (CLI) access?,Business,Pro,Free,Pro+,B,"The Pro plan provides Copilot for CLI, allowing natural language commands.",GitHub Copilot plans and features,Identify different GitHub Copilot plans,Medium
2,30,Which tier includes a plan that includes early feature previews and enhanced semantic search?,Pro,Business,Pro+,Free,C,Pro+ often grants access to preview features and improved search capabilities.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Medium
2,31,Which tier includes how Copilot Chat limitations affect complex tasks?,Ignoring context entirely,Writing cryptic one‑word prompts,It may struggle with very long prompts and requires clear context,"Entering long, vague prompts",C,Copilot Chat has limited context window and may struggle with complex tasks without clear and concise prompts.,GitHub Copilot plans and features,Identify the limitations of using GitHub Copilot Chat,Hard
2,32,"Which plan provides compatibility with multiple IDEs including VS Code, Visual Studio and JetBrains?",All,Free,Pro,Pro+,A,"Copilot integrates with Visual Studio Code, Visual Studio and JetBrains IDEs across all plans.",GitHub Copilot plans and features,Identify main features with GitHub Copilot,Easy
2,33,Which Copilot plan grants IP indemnity and contractual protection?,Pro+,Enterprise,Free,Pro,B,Enterprise provides contractual protection and IP indemnity for commercial use.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
2,34,Which subscription offers how to trigger multiple suggestions in the IDE?,Running code directly in Chat,Asking for extremely long answers,Ignoring prompt structure,By pressing Alt+\[ or clicking the suggestion dropdown,D,Developers can cycle through multiple suggestions using the Alt+\[ keyboard shortcut or suggestion menu.,GitHub Copilot plans and features,Describe the different ways to trigger GitHub Copilot,Medium
2,35,Which plan provides which plan includes unlimited chat and completions but does not offer policy management?,Pro,Free,Pro+,Business,A,The Pro plan provides unlimited chat and completions but lacks central policy management tools.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Easy
2,36,Which tier includes IP indemnity protection and advanced security assurances?,Pro,Pro+,Enterprise,Free,C,Enterprise offers IP indemnity and enhanced security protections for commercial use.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
2,37,Which Copilot plan grants centralised management for small teams with unlimited chat?,Pro+,Business,Free,Pro,B,The Business plan is ideal for small teams needing central management and unlimited chat.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Medium
2,38,Which plan provides which plan allows organisation‑wide policy management via the REST API?,Business,Free,Pro,Pro+,A,Business plans support configuring Copilot policies via REST API calls for automation.,GitHub Copilot plans and features,Explain how to manage GitHub Copilot Business subscriptions via the REST API,Hard
2,39,Explain the purpose of the public code match filter?,To format the code,To prevent verbatim public code suggestions,To increase completion speed,To add license headers,B,The filter checks generated content against public code to avoid copying large blocks verbatim.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
2,40,Explain how long Copilot Chat messages may be retained by default?,They are kept for 90 days,Up to 28 days,They are not retained,They are kept indefinitely,B,Chat messages can be stored for up to 28 days for quality and debugging unless opt‑out settings apply.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
2,41,Identify what is meant by the context window limitation?,Context windows don't matter,It can process unlimited context,Only a finite amount of surrounding code can be considered,The model reads the entire project,C,Copilot can only analyse a limited number of lines or tokens when generating suggestions.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
2,42,Which statement best describes why context gathering is important?,It allows the model to understand surrounding code,It slows down the model,It increases token limits,It removes all context,A,Gathering context from surrounding code and open files helps produce relevant suggestions.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
2,43,Which statement best describes what happens when the toxicity filter flags a suggestion?,The model regenerates a safer response,It ignores the flag and returns the output,It stores the prompt for training,It disables the user’s account,A,"If a suggestion triggers the toxicity filter, Copilot tries again to produce a safe output.",How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
2,44,What is how Copilot determines context from active tabs?,By only analysing the current line,By reading the entire repository history,By ignoring all open files,By analysing open files and filenames,D,Copilot considers active tabs and filenames to tailor suggestions.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
2,45,Explain how reasoning differs from calculations in Copilot responses?,Option 3,It uses language patterns rather than executing code,Option 1,Option 2,B,Copilot generates responses based on learned patterns and does not run calculations; thus numerical results may be illustrative rather than exact.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
2,46,Which statement best describes what happens after Copilot generates code?,Outputs go through a public code match and vulnerability filter,The code is deployed directly,The prompt is stored for training,It is ignored,A,Post‑processing filters check for public code duplication and vulnerabilities before returning results.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
2,47,Identify why context gathering is important?,It increases token limits,It removes all context,It allows the model to understand surrounding code,It slows down the model,C,Gathering context from surrounding code and open files helps produce relevant suggestions.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
2,48,What is how long inline completion prompts are retained?,They are stored indefinitely,They are kept for one year,They are kept for 90 days,They are not retained,D,Inline completions are transient and are not stored after processing.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
2,49,Identify the technique that uses code before and after a gap to generate suggestions?,Zero‑shot prompting,Role prompting,Fill‑in‑the‑middle (FIM),Chain prompting,C,Fill‑in‑the‑middle uses surrounding code context to generate the missing section.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
2,50,What is what happens when the toxicity filter flags a suggestion?,It ignores the flag and returns the output,It stores the prompt for training,It disables the user’s account,The model regenerates a safer response,D,"If a suggestion triggers the toxicity filter, Copilot tries again to produce a safe output.",How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
2,51,What is what is meant by the age of code suggestions?,Option 1,Option 2,Option 3,They are based on older training data and may not include the latest frameworks,D,Copilot’s suggestions are generated from models trained on historic data and may not account for the very latest language features.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
2,52,What is what the feedback loop in Copilot’s service achieves?,Slowing down performance,Automatically deploying code,Storing code indefinitely,Continuous improvement of models based on user interactions,D,Feedback from users and automated checks helps improve model performance and reduce harmful outputs.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
2,53,Explain what is meant by the context window limitation?,It can process unlimited context,Only a finite amount of surrounding code can be considered,The model reads the entire project,Context windows don't matter,B,Copilot can only analyse a limited number of lines or tokens when generating suggestions.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
2,54,What is why specificity is important in prompts?,Ambiguity helps creativity,Specificity makes prompts longer,Specificity hides requirements,It reduces ambiguity and yields accurate answers,D,Specific prompts lead to more relevant and accurate outputs because the model has clear guidance.,Prompt Crafting and Prompt Engineering,Describe the fundamentals of prompt crafting,Easy
2,55,Which of the following describes why avoiding ambiguous or vague prompts is important?,Ambiguous prompts produce unpredictable or irrelevant results,Incorrect,Wrong,Not applicable,A,"Vague prompts lack enough detail for the model to generate accurate outputs, leading to inconsistent results.",Prompt Crafting and Prompt Engineering,Identify prompt crafting best practices,Medium
2,56,Which of the following describes the four S’s guideline for writing effective prompts?,"Single, Specific, Short and Surround","Long, Complex, Ambiguous and Hidden","Sequential, Silent, Sparse and Separate","Multiple, Vague, Verbose and Solo",A,"Effective prompts are single‑tasked, specific in detail, short in length and surrounded by context.",Prompt Crafting and Prompt Engineering,Describe the fundamentals of prompt crafting,Medium
2,57,Which of the following describes the difference between zero‑shot and few‑shot prompting?,Few‑shot prompting uses examples,Zero‑shot prompting relies on multiple examples,Few‑shot prompting omits examples,Few‑shot prompting reduces context,A,Few‑shot prompting includes example input–output pairs so the model understands the desired pattern; zero‑shot does not.,Prompt Crafting and Prompt Engineering,Describe the difference between zero-shot and few-shot prompting,Medium
2,58,What is the difference between one‑shot and few‑shot prompting?,Zero‑shot prompting relies on multiple examples,Few‑shot prompting omits examples,Few‑shot prompting reduces context,One‑shot uses a single example while few‑shot uses several examples,D,"One‑shot prompting provides one example input–output pair, whereas few‑shot prompting includes multiple examples to better guide the model.",Prompt Crafting and Prompt Engineering,Describe the difference between zero-shot and few-shot prompting,Medium
2,59,What is how chat history is used when writing prompts?,It is ignored after each response,It reduces the quality of answers,It stores personal data forever,It provides context for follow‑up responses,D,Maintaining chat history helps the model respond coherently and maintain context across turns.,Prompt Crafting and Prompt Engineering,Describe the way chat history is used with GitHub Copilot,Medium
2,60,Explain why avoiding ambiguous or vague prompts is important?,Not applicable,Ambiguous prompts produce unpredictable or irrelevant results,Incorrect,Wrong,B,"Vague prompts lack enough detail for the model to generate accurate outputs, leading to inconsistent results.",Prompt Crafting and Prompt Engineering,Identify prompt crafting best practices,Medium
2,61,Explain language options when writing prompts for Copilot?,Not applicable,You can use natural language or pseudocode in English and supported languages,Incorrect,Wrong,B,Copilot understands prompts written in clear natural language or pseudocode in English and other supported languages.,Prompt Crafting and Prompt Engineering,Describe the language options for promoting GitHub Copilot,Medium
2,62,Which of the following describes language options when writing prompts for Copilot?,You can use natural language or pseudocode in English and supported languages,Incorrect,Wrong,Not applicable,A,Copilot understands prompts written in clear natural language or pseudocode in English and other supported languages.,Prompt Crafting and Prompt Engineering,Describe the language options for promoting GitHub Copilot,Medium
2,63,How does How Copilot assists in pull request workflows?,It slows down development,It prevents collaboration,It deletes code,By summarising changes and suggesting improvements,D,"Copilot can summarise diffs, suggest improvements and craft pull request descriptions.",Developer use cases for AI,Describe how AI can improve developer productivity,Medium
2,64,Which statement describes How Copilot can assist with writing documentation?,By generating summaries and descriptive comments,It slows down development,It prevents collaboration,It deletes code,A,Copilot can summarise code and generate descriptive comments to speed up documentation.,Developer use cases for AI,Describe how AI can improve developer productivity,Medium
2,65,Which statement describes How developers can use the productivity API to measure Copilot’s impact?,By analysing metrics like time saved and completion rates,It slows down development,It prevents collaboration,It deletes code,A,"The productivity API provides metrics on code written by AI vs human and time saved, helping evaluate Copilot’s impact.",Developer use cases for AI,Describe how to use the productivity API,Medium
2,66,Identify how How Copilot can assist with writing documentation?,It deletes code,By generating summaries and descriptive comments,It slows down development,It prevents collaboration,B,Copilot can summarise code and generate descriptive comments to speed up documentation.,Developer use cases for AI,Describe how AI can improve developer productivity,Medium
2,67,How does How developers can use the productivity API to measure Copilot’s impact?,It slows down development,It prevents collaboration,It deletes code,By analysing metrics like time saved and completion rates,D,"The productivity API provides metrics on code written by AI vs human and time saved, helping evaluate Copilot’s impact.",Developer use cases for AI,Describe how to use the productivity API,Medium
2,68,Identify how How Copilot helps modernise legacy applications?,It deletes code,By recommending updates to newer APIs and patterns,It slows down development,It prevents collaboration,B,Copilot can suggest refactoring legacy code to use modern frameworks and APIs.,Developer use cases for AI,Describe how AI can improve developer productivity,Hard
2,69,What is How Copilot helps modernise legacy applications?,It prevents collaboration,It deletes code,By recommending updates to newer APIs and patterns,It slows down development,C,Copilot can suggest refactoring legacy code to use modern frameworks and APIs.,Developer use cases for AI,Describe how AI can improve developer productivity,Hard
2,70,How does How Copilot assists with debugging?,It slows down development,It prevents collaboration,It deletes code,By identifying errors and proposing fixes,D,Copilot can help pinpoint errors and suggest fixes or alternative implementations.,Developer use cases for AI,Describe how AI can improve developer productivity,Medium
2,71,What is What multi‑file scaffolding entails?,It prevents collaboration,It deletes code,Automatically generating boilerplate across multiple files,It slows down development,C,Multi‑file scaffolding generates templates and structure across several files for new projects.,Developer use cases for AI,Describe how AI can improve developer productivity,Hard
2,72,Identify how How Copilot automates routine coding tasks?,It deletes code,"By generating boilerplate, sample data and tests",It slows down development,It prevents collaboration,B,"Copilot automates routine tasks such as boilerplate code, sample data creation and test scaffolding.",Developer use cases for AI,Describe how AI can improve developer productivity,Medium
2,73,How does What orchestrated workflows with Copilot involve?,It slows down development,It prevents collaboration,It deletes code,Integrating Copilot with other tools to automate tasks,D,Orchestrated workflows combine Copilot with CI/CD and other services to automate development steps.,Developer use cases for AI,Describe how AI can improve developer productivity,Hard
2,74,Identify how How Copilot supports various phases of the software development lifecycle?,It deletes code,"By assisting with planning, coding, testing, deployment and maintenance",It slows down development,It prevents collaboration,B,"Copilot can aid at different SDLC phases by generating code, tests, documentation and deployment scripts.",Developer use cases for AI,Discuss how GitHub Copilot can help with SDLC management,Hard
2,75,What is How Copilot supports various phases of the software development lifecycle?,It prevents collaboration,It deletes code,"By assisting with planning, coding, testing, deployment and maintenance",It slows down development,C,"Copilot can aid at different SDLC phases by generating code, tests, documentation and deployment scripts.",Developer use cases for AI,Discuss how GitHub Copilot can help with SDLC management,Hard
2,76,How does What multi‑file scaffolding entails?,It slows down development,It prevents collaboration,It deletes code,Automatically generating boilerplate across multiple files,D,Multi‑file scaffolding generates templates and structure across several files for new projects.,Developer use cases for AI,Describe how AI can improve developer productivity,Hard
2,77,Identify How Copilot Chat differs from inline suggestions when writing tests?,It increases bugs,Chat maintains conversation context while inline suggestions do not,It deletes tests,It ignores test frameworks,B,"Copilot Chat can remember previous instructions, whereas inline suggestions respond only to the current line.",Testing with GitHub Copilot,Describe options for generating testing for your code,Medium
2,78,What is How Copilot Chat differs from inline suggestions when writing tests?,It ignores test frameworks,It increases bugs,Chat maintains conversation context while inline suggestions do not,It deletes tests,C,"Copilot Chat can remember previous instructions, whereas inline suggestions respond only to the current line.",Testing with GitHub Copilot,Describe options for generating testing for your code,Medium
2,79,What is How Copilot can be used for integration tests?,It ignores test frameworks,It increases bugs,By generating test scaffolding across multiple modules,It deletes tests,C,Copilot can scaffold integration tests that verify interactions across modules or services.,Testing with GitHub Copilot,Describe options for generating testing for your code,Hard
2,80,How does What duplication detection does for tests?,It deletes tests,It ignores test frameworks,It increases bugs,Prevents generating code that matches existing public code,D,Duplication detection helps avoid suggesting tests that replicate public code verbatim.,Testing with GitHub Copilot,Describe options for generating testing for your code,Medium
2,81,Identify How Copilot can help identify edge cases?,It increases bugs,By suggesting additional test scenarios,It deletes tests,It ignores test frameworks,B,Copilot analyses code and points out potential edge cases that require additional tests.,Testing with GitHub Copilot,Describe options for generating testing for your code,Hard
2,82,How does What the /tests slash command does in Copilot Chat?,It deletes tests,It ignores test frameworks,It increases bugs,Generates unit tests for selected code,D,The /tests command triggers Copilot to generate unit tests for the highlighted code.,Testing with GitHub Copilot,Describe different ways to trigger GitHub Copilot Chat,Medium
2,83,Which statement best explains How Copilot can generate unit tests?,By analysing functions and creating test cases automatically,It deletes tests,It ignores test frameworks,It increases bugs,A,Copilot can examine function signatures and create corresponding unit tests using the project’s test framework.,Testing with GitHub Copilot,Describe options for generating testing for your code,Medium
2,84,Identify How Copilot Chat can help fix failing tests?,It increases bugs,By analysing test failures and suggesting code changes,It deletes tests,It ignores test frameworks,B,Copilot Chat can review failing test output and recommend modifications to code or tests to resolve the issue.,Testing with GitHub Copilot,Describe options for generating testing for your code,Medium
2,85,What is How Copilot Chat can help fix failing tests?,It ignores test frameworks,It increases bugs,By analysing test failures and suggesting code changes,It deletes tests,C,Copilot Chat can review failing test output and recommend modifications to code or tests to resolve the issue.,Testing with GitHub Copilot,Describe options for generating testing for your code,Medium
2,86,Which statement best describes how duplication detection can be configured?,It can be enabled or disabled by administrators,It increases performance,It duplicates code intentionally,It stores data indefinitely,A,Admins can turn duplication detection on or off depending on their risk tolerance.,Privacy fundamentals and context exclusions,Describe safeguards,Medium
2,87,What is what contractual protection in Copilot Enterprise refers to?,It increases performance,It duplicates code intentionally,It stores data indefinitely,Policies that address ownership and liability of AI outputs,D,Enterprise offers contractual terms that provide IP indemnity and clarify ownership of generated code.,Privacy fundamentals and context exclusions,Explain contractual protection,Medium
2,88,Explain the difference between repository‑level and organisation‑level content exclusions?,It stores data indefinitely,Organisation‑level settings apply across all repositories,It increases performance,It duplicates code intentionally,B,"Organisation‑level exclusions affect all repositories, whereas repository settings only affect a single repository.",Privacy fundamentals and context exclusions,Explain the effects of content exclusions,Medium
2,89,What is what to do when Copilot suggestions are absent or not ideal?,It increases performance,It duplicates code intentionally,It stores data indefinitely,Check context exclusions and plugin configuration,D,"If suggestions are missing or poor, verify that context exclusions are not blocking relevant files and ensure the editor extension is updated and configured correctly.",Privacy fundamentals and context exclusions,Explain steps for context exclusions in code editors,Easy
2,90,Explain what to do when Copilot suggestions are absent or not ideal?,It stores data indefinitely,Check context exclusions and plugin configuration,It increases performance,It duplicates code intentionally,B,"If suggestions are missing or poor, verify that context exclusions are not blocking relevant files and ensure the editor extension is updated and configured correctly.",Privacy fundamentals and context exclusions,Explain steps for context exclusions in code editors,Easy
2,91,Explain why encrypted transmission is important for Copilot?,It stores data indefinitely,To protect data in transit from interception,It increases performance,It duplicates code intentionally,B,Encryption ensures prompts and suggestions are protected while being transmitted between the IDE and Copilot services.,Privacy fundamentals and context exclusions,Describe privacy fundamentals,Easy
2,92,Identify what duplication detector filter does?,It duplicates code intentionally,It stores data indefinitely,Checks suggestions against public code and flags duplicates,It increases performance,C,The duplication detector compares outputs against public repositories to prevent copying public code verbatim.,Privacy fundamentals and context exclusions,Describe safeguards,Medium
2,93,Which statement best describes limitations of content exclusions?,Exclusions only remove context and do not prevent similar patterns,It increases performance,It duplicates code intentionally,It stores data indefinitely,A,Exclusions block specific files from being used as context but do not stop the model from producing similar patterns based on training data.,Privacy fundamentals and context exclusions,Explain the limitations of content exclusions,Hard
2,94,What is what to do if suggestions are not showing for some files?,It increases performance,It duplicates code intentionally,It stores data indefinitely,Check context exclusions and editor configuration,D,"If suggestions are missing, verify that the files aren’t excluded and the editor plugin is configured correctly.",Privacy fundamentals and context exclusions,Explain steps for context exclusions in code editors,Easy
2,95,Explain what ownership of Copilot outputs means?,It stores data indefinitely,Developers retain ownership of generated code,It increases performance,It duplicates code intentionally,B,GitHub states that developers own the code they create using Copilot suggestions.,Privacy fundamentals and context exclusions,Explain ownership of Copilot outputs,Medium
2,96,What is the effect of context exclusions on suggestions?,It increases performance,It duplicates code intentionally,It stores data indefinitely,They remove excluded content from the model’s context,D,"Excluded files are not sent to the model, reducing the likelihood of suggestions based on sensitive code.",Privacy fundamentals and context exclusions,Explain the effects of content exclusions,Hard
2,97,Identify how to enable or disable duplication detection and prompt/suggestion collection?,It duplicates code intentionally,It stores data indefinitely,By toggling settings in Copilot configuration on GitHub.com,It increases performance,C,Administrators can enable or disable duplication detection and prompt/suggestion collection through Copilot settings on GitHub.com.,Privacy fundamentals and context exclusions,Explain how to configure GitHub Copilot settings on GitHub.com,Medium
2,98,Identify what to do if suggestions are not showing for some files?,It duplicates code intentionally,It stores data indefinitely,Check context exclusions and editor configuration,It increases performance,C,"If suggestions are missing, verify that the files aren’t excluded and the editor plugin is configured correctly.",Privacy fundamentals and context exclusions,Explain steps for context exclusions in code editors,Easy
2,99,Explain limitations of content exclusions?,It stores data indefinitely,Exclusions only remove context and do not prevent similar patterns,It increases performance,It duplicates code intentionally,B,Exclusions block specific files from being used as context but do not stop the model from producing similar patterns based on training data.,Privacy fundamentals and context exclusions,Explain the limitations of content exclusions,Hard
2,100,Explain how Copilot Chat and completion data retention differs?,It stores data indefinitely,Chat data may be stored temporarily whereas completions are transient,It increases performance,It duplicates code intentionally,B,"Chat messages can be retained for quality and debugging, whereas inline completions are not stored.",Privacy fundamentals and context exclusions,Describe privacy fundamentals,Medium
3,1,Which principle includes providing explanatory interfaces and logs for user understanding?,Reliability and safety,Privacy and security,Transparency,Fairness,C,Transparency means enabling audits and clearly explaining how decisions are made.,Responsible AI,Explain responsible usage of AI,Medium
3,2,Which principle urges model developers to mitigate discriminatory outputs and ensure equitable treatment?,Privacy and security,Inclusiveness,Fairness,Reliability and safety,C,Fairness calls for balanced training data and bias testing to avoid discrimination.,Responsible AI,Explain responsible usage of AI,Easy
3,3,Which principle emphasises that humans must oversee AI and correct harmful outcomes?,Privacy and security,Accountability,Fairness,Reliability and safety,B,Accountability means continuous monitoring and ethical oversight of AI systems.,Responsible AI,Explain responsible usage of AI,Medium
3,4,Which principle instructs that unnecessary personal information should be deleted or anonymised?,Privacy and security,Fairness,Reliability and safety,Inclusiveness,A,Privacy and security advocates for minimising data collection and anonymising sensitive information.,Responsible AI,Explain responsible usage of AI,Medium
3,5,Which principle encourages involving diverse groups so that AI benefits everyone?,Fairness,Reliability and safety,Privacy and security,Inclusiveness,D,Inclusiveness ensures AI empowers all users by supporting multiple languages and accessible interfaces.,Responsible AI,Explain responsible usage of AI,Easy
3,6,Which principle advocates for pseudonymisation or aggregation to protect personal data?,Reliability and safety,Inclusiveness,Privacy and security,Fairness,C,Privacy and security recommends anonymisation and pseudonymisation techniques.,Responsible AI,Explain responsible usage of AI,Medium
3,7,Which principle stresses that AI tools should support multiple languages and cultural contexts?,Privacy and security,Inclusiveness,Fairness,Reliability and safety,B,Inclusiveness calls for localisation and accessibility across geographies and abilities.,Responsible AI,Explain responsible usage of AI,Easy
3,8,Which Copilot plan grants flexible billing for individuals with monthly subscriptions?,Business,Pro,Free,Pro+,B,The Pro plan offers flexible monthly billing for individuals.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Medium
3,9,Which subscription offers the slash command used to summarise selected code?,/explain,/tests,/refactor,/summarize,D,The /summarize command generates a concise summary of the selected code block.,GitHub Copilot plans and features,Describe the different ways to trigger GitHub Copilot Chat,Easy
3,10,Which Copilot plan grants ability to index and search custom knowledge across projects?,Pro+,Enterprise,Free,Pro,B,Enterprise knowledge bases support indexing across large projects and shared libraries.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
3,11,Which tier includes centralised seat licensing and audit logs?,Pro,Pro+,Business,Free,C,Business provides seat‑based billing and audit logs for administrators.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Medium
3,12,Which plan provides how to install Copilot in the CLI?,Using the GitHub CLI extension for Copilot,Downloading a browser add‑on,Installing Python packages,Installing a VS Code extension only,A,Copilot for CLI is installed as an extension to the GitHub CLI using package managers like brew or apt.,GitHub Copilot plans and features,Discuss the steps for installing GitHub Copilot in the CLI,Medium
3,13,Which plan provides ideal for hobbyists who occasionally need code suggestions?,Free,Pro,Pro+,Business,A,The Free tier suits individuals who require limited coding assistance.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
3,14,Which Copilot plan grants how to install Copilot in the CLI?,Installing a VS Code extension only,Using the GitHub CLI extension for Copilot,Downloading a browser add‑on,Installing Python packages,B,Copilot for CLI is installed as an extension to the GitHub CLI using package managers like brew or apt.,GitHub Copilot plans and features,Discuss the steps for installing GitHub Copilot in the CLI,Medium
3,15,Which Copilot plan grants ideal for hobbyists who occasionally need code suggestions?,Business,Free,Pro,Pro+,B,The Free tier suits individuals who require limited coding assistance.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
3,16,Which plan provides a common Copilot CLI command to get code suggestions?,gh copilot suggest,gh copilot explain,gh copilot tests,gh copilot refactor,A,The `gh copilot suggest` command provides code suggestions based on natural language prompts.,GitHub Copilot plans and features,Identify the common commands when using GitHub Copilot in the CLI,Medium
3,17,Which plan provides IP indemnity protection and advanced security assurances?,Enterprise,Free,Pro,Pro+,A,Enterprise offers IP indemnity and enhanced security protections for commercial use.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
3,18,Which tier includes how to install Copilot in the CLI?,Installing Python packages,Installing a VS Code extension only,Using the GitHub CLI extension for Copilot,Downloading a browser add‑on,C,Copilot for CLI is installed as an extension to the GitHub CLI using package managers like brew or apt.,GitHub Copilot plans and features,Discuss the steps for installing GitHub Copilot in the CLI,Medium
3,19,Which Copilot plan grants support for interactive slash commands in chat?,Pro+,All,Free,Pro,B,"Slash commands like /explain, /tests and /summarize are available across plans.",GitHub Copilot plans and features,Describe different ways to trigger GitHub Copilot,Easy
3,20,Which Copilot plan grants limited monthly completions and chat for hobbyists?,Business,Free,Pro,Pro+,B,The Free tier offers a small allowance of completions and chat for individuals.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
